Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/a_Sheet Metal""))",Chrome 74.0.3729.157,,,2019-05-21 14:46:25,2019-05-21 14:46:25,0.140s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:46:25,2019-05-21 14:46:26,0.972s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Collision/Structural Parts,Chrome 74.0.3729.157,,,2019-05-21 14:46:26,2019-05-21 14:46:37,11.273s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,,2019-05-21 14:46:26,2019-05-21 14:46:32,5.637s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.157,,,2019-05-21 14:46:32,2019-05-21 14:46:36,4.305s,PASSED
"click(findTestObject(""Object Repository/a_Structural Parts""))",Chrome 74.0.3729.157,,,2019-05-21 14:46:36,2019-05-21 14:46:36,0.168s,PASSED
waitForPageLoad(0),Chrome 74.0.3729.157,,,2019-05-21 14:46:36,2019-05-21 14:46:36,0.075s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:46:36,2019-05-21 14:46:37,0.928s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Collision/Tuch-Up Paint,Chrome 74.0.3729.157,,,2019-05-21 14:46:37,2019-05-21 14:46:48,11.125s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,,2019-05-21 14:46:37,2019-05-21 14:46:43,5.387s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.157,,,2019-05-21 14:46:43,2019-05-21 14:46:47,4.439s,PASSED
"click(findTestObject(""Object Repository/a_Touch-Up Paint""))",Chrome 74.0.3729.157,,,2019-05-21 14:46:47,2019-05-21 14:46:47,0.150s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:46:47,2019-05-21 14:46:48,0.884s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Collision/Wheels,Chrome 74.0.3729.157,,,2019-05-21 14:46:48,2019-05-21 14:46:59,10.678s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,,2019-05-21 14:46:49,2019-05-21 14:46:54,5.496s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.157,,,2019-05-21 14:46:54,2019-05-21 14:46:58,3.827s,PASSED
"click(findTestObject(""Object Repository/a_Wheels""))",Chrome 74.0.3729.157,,,2019-05-21 14:46:58,2019-05-21 14:46:58,0.174s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:46:58,2019-05-21 14:46:59,0.988s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Powertrain/Engine Components,Chrome 74.0.3729.157,,,2019-05-21 14:46:59,2019-05-21 14:47:09,10.380s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,,2019-05-21 14:46:59,2019-05-21 14:47:05,5.589s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.157,,,2019-05-21 14:47:05,2019-05-21 14:47:08,3.531s,PASSED
"click(findTestObject(""Object Repository/a_Engine Components""))",Chrome 74.0.3729.157,,,2019-05-21 14:47:08,2019-05-21 14:47:09,0.107s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:47:09,2019-05-21 14:47:09,0.897s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Powertrain/Engines,Chrome 74.0.3729.157,,,2019-05-21 14:47:09,2019-05-21 14:47:20,10.991s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,,2019-05-21 14:47:10,2019-05-21 14:47:15,5.643s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.157,,,2019-05-21 14:47:15,2019-05-21 14:47:19,4.084s,PASSED
"click(findTestObject(""Object Repository/a_Engines""))",Chrome 74.0.3729.157,,,2019-05-21 14:47:19,2019-05-21 14:47:20,0.130s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:47:20,2019-05-21 14:47:20,0.891s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Powertrain/Transmission Components,Chrome 74.0.3729.157,,,2019-05-21 14:47:20,2019-05-21 14:47:31,10.499s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,,2019-05-21 14:47:21,2019-05-21 14:47:26,5.496s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.157,,,2019-05-21 14:47:26,2019-05-21 14:47:30,3.695s,PASSED
"click(findTestObject(""Object Repository/a_Transmission Components""))",Chrome 74.0.3729.157,,,2019-05-21 14:47:30,2019-05-21 14:47:30,0.149s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:47:30,2019-05-21 14:47:31,0.929s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Powertrain/Transmission,Chrome 74.0.3729.157,,,2019-05-21 14:47:31,2019-05-21 14:47:42,10.647s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,,2019-05-21 14:47:31,2019-05-21 14:47:37,5.508s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.157,,,2019-05-21 14:47:37,2019-05-21 14:47:40,3.765s,PASSED
"click(findTestObject(""Object Repository/a_Transmissions  Transfer Cases""))",Chrome 74.0.3729.157,,,2019-05-21 14:47:40,2019-05-21 14:47:41,0.139s,PASSED
closeBrowser(),Chrome 74.0.3729.157,,,2019-05-21 14:47:41,2019-05-21 14:47:42,0.971s,PASSED
