Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-27 19:29:58,2019-05-27 19:30:00,1.308s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.169,,,2019-05-27 19:30:00,2019-05-27 19:30:04,4.136s,PASSED
"click(findTestObject(""Object Repository/a_Touch-Up Paint""))",Chrome 74.0.3729.169,,,2019-05-27 19:30:04,2019-05-27 19:30:04,0.161s,PASSED
closeBrowser(),Chrome 74.0.3729.169,,,2019-05-27 19:30:04,2019-05-27 19:30:05,0.928s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Collision/Wheels,Chrome 74.0.3729.169,,,2019-05-27 19:30:05,2019-05-27 19:30:20,15.377s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,,2019-05-27 19:30:05,2019-05-27 19:30:13,8.366s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-27 19:30:13,2019-05-27 19:30:15,1.450s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.169,,,2019-05-27 19:30:15,2019-05-27 19:30:19,4.103s,PASSED
"click(findTestObject(""Object Repository/a_Wheels""))",Chrome 74.0.3729.169,,,2019-05-27 19:30:19,2019-05-27 19:30:19,0.163s,PASSED
closeBrowser(),Chrome 74.0.3729.169,,,2019-05-27 19:30:19,2019-05-27 19:30:20,0.939s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Powertrain/Engine Components,Chrome 74.0.3729.169,,,2019-05-27 19:30:20,2019-05-27 19:30:36,16.092s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,,2019-05-27 19:30:21,2019-05-27 19:30:29,8.905s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-27 19:30:29,2019-05-27 19:30:31,1.165s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.169,,,2019-05-27 19:30:31,2019-05-27 19:30:35,4.273s,PASSED
"click(findTestObject(""Object Repository/a_Engine Components""))",Chrome 74.0.3729.169,,,2019-05-27 19:30:35,2019-05-27 19:30:35,0.222s,PASSED
closeBrowser(),Chrome 74.0.3729.169,,,2019-05-27 19:30:35,2019-05-27 19:30:36,1.151s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Powertrain/Engines,Chrome 74.0.3729.169,,,2019-05-27 19:30:36,2019-05-27 19:30:51,14.629s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,,2019-05-27 19:30:37,2019-05-27 19:30:44,7.025s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-27 19:30:44,2019-05-27 19:30:45,1.263s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.169,,,2019-05-27 19:30:45,2019-05-27 19:30:50,4.708s,PASSED
"click(findTestObject(""Object Repository/a_Engines""))",Chrome 74.0.3729.169,,,2019-05-27 19:30:50,2019-05-27 19:30:50,0.137s,PASSED
closeBrowser(),Chrome 74.0.3729.169,,,2019-05-27 19:30:50,2019-05-27 19:30:51,1.010s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Powertrain/Transmission Components,Chrome 74.0.3729.169,,,2019-05-27 19:30:51,2019-05-27 19:31:06,14.586s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,,2019-05-27 19:30:51,2019-05-27 19:30:59,7.453s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-27 19:30:59,2019-05-27 19:31:00,1.303s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.169,,,2019-05-27 19:31:00,2019-05-27 19:31:04,4.409s,PASSED
"click(findTestObject(""Object Repository/a_Transmission Components""))",Chrome 74.0.3729.169,,,2019-05-27 19:31:04,2019-05-27 19:31:05,0.153s,PASSED
closeBrowser(),Chrome 74.0.3729.169,,,2019-05-27 19:31:05,2019-05-27 19:31:06,0.986s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Powertrain/Transmission,Chrome 74.0.3729.169,,,2019-05-27 19:31:06,2019-05-27 19:31:20,14.646s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,,,2019-05-27 19:31:06,2019-05-27 19:31:14,7.693s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-05-27 19:31:14,2019-05-27 19:31:15,1.196s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Chrome 74.0.3729.169,,,2019-05-27 19:31:15,2019-05-27 19:31:19,4.204s,PASSED
"click(findTestObject(""Object Repository/a_Transmissions  Transfer Cases""))",Chrome 74.0.3729.169,,,2019-05-27 19:31:19,2019-05-27 19:31:19,0.199s,PASSED
closeBrowser(),Chrome 74.0.3729.169,,,2019-05-27 19:31:19,2019-05-27 19:31:20,0.929s,PASSED
