Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Firefox 66.0,,,2019-05-22 19:12:28,2019-05-22 19:12:38,9.445s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-05-22 19:12:38,2019-05-22 19:12:38,0.319s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Firefox 66.0,,,2019-05-22 19:12:38,2019-05-22 19:12:41,2.617s,PASSED
"click(findTestObject(""Object Repository/a_Radiators""))",Firefox 66.0,,,2019-05-22 19:12:41,2019-05-22 19:12:42,1.512s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:12:42,2019-05-22 19:12:43,1.294s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Collision/SheetMetal,Firefox 66.0,,,2019-05-22 19:12:43,2019-05-22 19:12:59,15.873s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-22 19:12:44,2019-05-22 19:12:52,8.888s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-05-22 19:12:52,2019-05-22 19:12:53,0.278s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Firefox 66.0,,,2019-05-22 19:12:53,2019-05-22 19:12:56,3.664s,PASSED
"click(findTestObject(""Object Repository/a_Sheet Metal""))",Firefox 66.0,,,2019-05-22 19:12:56,2019-05-22 19:12:58,1.348s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:12:58,2019-05-22 19:12:59,1.453s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Collision/Structural Parts,Firefox 66.0,,,2019-05-22 19:12:59,2019-05-22 19:13:15,15.663s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-22 19:12:59,2019-05-22 19:13:09,9.547s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-05-22 19:13:09,2019-05-22 19:13:09,0.286s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Firefox 66.0,,,2019-05-22 19:13:09,2019-05-22 19:13:12,2.262s,PASSED
"click(findTestObject(""Object Repository/a_Structural Parts""))",Firefox 66.0,,,2019-05-22 19:13:12,2019-05-22 19:13:13,1.454s,PASSED
waitForPageLoad(0),Firefox 66.0,,,2019-05-22 19:13:13,2019-05-22 19:13:13,0.301s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:13:13,2019-05-22 19:13:15,1.599s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Collision/Tuch-Up Paint,Firefox 66.0,,,2019-05-22 19:13:15,2019-05-22 19:13:30,14.911s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-22 19:13:15,2019-05-22 19:13:24,9.331s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-05-22 19:13:24,2019-05-22 19:13:25,0.312s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Firefox 66.0,,,2019-05-22 19:13:25,2019-05-22 19:13:27,2.290s,PASSED
"click(findTestObject(""Object Repository/a_Touch-Up Paint""))",Firefox 66.0,,,2019-05-22 19:13:27,2019-05-22 19:13:29,1.519s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:13:29,2019-05-22 19:13:30,1.240s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Collision/Wheels,Firefox 66.0,,,2019-05-22 19:13:30,2019-05-22 19:13:46,16.018s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-22 19:13:30,2019-05-22 19:13:40,9.972s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-05-22 19:13:40,2019-05-22 19:13:40,0.272s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Firefox 66.0,,,2019-05-22 19:13:40,2019-05-22 19:13:43,2.869s,PASSED
"click(findTestObject(""Object Repository/a_Wheels""))",Firefox 66.0,,,2019-05-22 19:13:43,2019-05-22 19:13:44,1.266s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:13:44,2019-05-22 19:13:46,1.427s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Powertrain/Engine Components,Firefox 66.0,,,2019-05-22 19:13:46,2019-05-22 19:14:02,15.786s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-22 19:13:46,2019-05-22 19:13:55,9.277s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-05-22 19:13:55,2019-05-22 19:13:56,0.278s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Firefox 66.0,,,2019-05-22 19:13:56,2019-05-22 19:13:59,3.296s,PASSED
"click(findTestObject(""Object Repository/a_Engine Components""))",Firefox 66.0,,,2019-05-22 19:13:59,2019-05-22 19:14:00,1.294s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:14:00,2019-05-22 19:14:02,1.399s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Powertrain/Engines,Firefox 66.0,,,2019-05-22 19:14:02,2019-05-22 19:14:17,15.293s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-22 19:14:02,2019-05-22 19:14:11,9.402s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-05-22 19:14:11,2019-05-22 19:14:12,0.277s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Firefox 66.0,,,2019-05-22 19:14:12,2019-05-22 19:14:14,2.548s,PASSED
"click(findTestObject(""Object Repository/a_Engines""))",Firefox 66.0,,,2019-05-22 19:14:14,2019-05-22 19:14:15,1.285s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:14:15,2019-05-22 19:14:17,1.500s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Powertrain/Transmission Components,Firefox 66.0,,,2019-05-22 19:14:17,2019-05-22 19:14:34,17.315s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-22 19:14:17,2019-05-22 19:14:28,10.497s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-05-22 19:14:28,2019-05-22 19:14:28,0.286s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Firefox 66.0,,,2019-05-22 19:14:28,2019-05-22 19:14:31,2.922s,PASSED
"click(findTestObject(""Object Repository/a_Transmission Components""))",Firefox 66.0,,,2019-05-22 19:14:31,2019-05-22 19:14:33,1.791s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:14:33,2019-05-22 19:14:34,1.563s,PASSED
,,,,,,,
Test Cases/GGMP/SiveNav/Powertrain/Transmission,Firefox 66.0,,,2019-05-22 19:14:34,2019-05-22 19:14:50,15.416s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-22 19:14:35,2019-05-22 19:14:44,8.952s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-05-22 19:14:44,2019-05-22 19:14:44,0.278s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Firefox 66.0,,,2019-05-22 19:14:44,2019-05-22 19:14:47,2.791s,PASSED
"click(findTestObject(""Object Repository/a_Transmissions  Transfer Cases""))",Firefox 66.0,,,2019-05-22 19:14:47,2019-05-22 19:14:48,1.493s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:14:48,2019-05-22 19:14:50,1.377s,PASSED
