Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/a_Programs  Offers""))",Firefox 66.0,,,2019-05-22 19:02:04,2019-05-22 19:02:05,1.315s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:02:05,2019-05-22 19:02:07,1.513s,PASSED
,,,,,,,
Test Cases/GGMP/GlobalNav/Collision/Technical Documents,Firefox 66.0,,,2019-05-22 19:02:07,2019-05-22 19:02:24,16.863s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-22 19:02:07,2019-05-22 19:02:17,9.888s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Firefox 66.0,,,2019-05-22 19:02:17,2019-05-22 19:02:19,2.438s,PASSED
"click(findTestObject(""Object Repository/New Folder/Global nav/li_Collision""))",Firefox 66.0,,,2019-05-22 19:02:19,2019-05-22 19:02:20,0.357s,PASSED
"click(findTestObject(""Object Repository/New Folder/Global nav/a_Technical Documents""))",Firefox 66.0,,,2019-05-22 19:02:20,2019-05-22 19:02:21,1.070s,PASSED
"click(findTestObject(""Object Repository/New Folder/Global nav/a_Service bulletins""))",Firefox 66.0,,,2019-05-22 19:02:21,2019-05-22 19:02:21,0.501s,PASSED
"click(findTestObject(""Object Repository/New Folder/Global nav/a_Service bulletins""))",Firefox 66.0,,,2019-05-22 19:02:21,2019-05-22 19:02:22,0.379s,PASSED
"click(findTestObject(""Object Repository/New Folder/Global nav/button_Position Statements""))",Firefox 66.0,,,2019-05-22 19:02:22,2019-05-22 19:02:22,0.665s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:02:22,2019-05-22 19:02:24,1.207s,PASSED
,,,,,,,
Test Cases/GGMP/GlobalNav/Collision/The Genuine Difference,Firefox 66.0,,,2019-05-22 19:02:24,2019-05-22 19:02:51,27.561s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-22 19:02:24,2019-05-22 19:02:33,8.778s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Firefox 66.0,,,2019-05-22 19:02:33,2019-05-22 19:02:38,5.092s,PASSED
"click(findTestObject(""Object Repository/New Folder/Global nav/li_Collision""))",Firefox 66.0,,,2019-05-22 19:02:38,2019-05-22 19:02:38,0.287s,PASSED
"click(findTestObject(""Object Repository/New Folder/Global nav/span_The Genuine Difference""))",Firefox 66.0,,,2019-05-22 19:02:38,2019-05-22 19:02:40,1.859s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:02:40,2019-05-22 19:02:51,11.256s,PASSED
,,,,,,,
Test Cases/GGMP/GlobalNav/Collision/Touch-UP Paint,Firefox 66.0,,,2019-05-22 19:02:51,2019-05-22 19:03:07,15.458s,PASSED
"openBrowser("""")",Firefox 66.0,,,2019-05-22 19:02:51,2019-05-22 19:03:00,8.699s,PASSED
"navigateToUrl(""https://www.genuinegmparts.com/"")",Firefox 66.0,,,2019-05-22 19:03:00,2019-05-22 19:03:03,2.987s,PASSED
"click(findTestObject(""Object Repository/New Folder/Global nav/li_Collision""))",Firefox 66.0,,,2019-05-22 19:03:03,2019-05-22 19:03:03,0.362s,PASSED
"click(findTestObject(""Object Repository/New Folder/Global nav/span_Touch-up paint""))",Firefox 66.0,,,2019-05-22 19:03:03,2019-05-22 19:03:05,1.811s,PASSED
closeBrowser(),Firefox 66.0,,,2019-05-22 19:03:05,2019-05-22 19:03:07,1.346s,PASSED
